-1.00,28.30,28.35,28.40,28.45,28.50,28.55,28.60,28.65,28.70,28.75,28.80,28.85,28.90,28.95,29.00,29.05,29.10,29.15,29.20,29.25
59.80,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
59.83,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
59.86,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
59.89,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
59.92,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
59.95,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
59.98,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
60.01,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
60.04,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
60.07,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
60.10,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
60.13,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
60.16,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
60.19,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
60.22,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
60.25,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185
60.28,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
60.31,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
60.34,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
60.27,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
